text,task,label
Great article and great store. I buy all my ammo from Alaska Ammo now as they have an excellent selection in stock and good sales. Several  Firearms as well. Glad that they are doing so well.,toxic,clean
SaysPresident Obama and his allies in Congress gave power to control Medicare patients health care decisions to a commission of 15 unelected bureaucrats in Washington.,claim,misleading
"""The same knock is made by critics against the mortgage interest deduction: that it favors wealthy taxpayers at the expense of people of modest means. The benefit allows homeowners to deduct interest on up to $1 million in mortgage debt. Only about 20 percent of taxpayers deduct mortgage interest from their income taxes. It’s open only to those who itemize deductions, and those taxpayers tend to have higher incomes.""

The solution would be to allow mortgage interest deduction for under $500,000 in mortgage debt rather than completely eliminating the deduction.  Not many true middle class home owners have a mortgage in excess of $500,000.  Obviously if they get rid of the deduction it will harm middle class taxpayers.",toxic,clean
"""She's such a mean teacher and person – that's why she wouldn't raise my grade ONE percent!""",fallacy,ad hominem
"The writers of ""Canada's Food Guide"" are people with a personal agenda just like everyone else. 
Grandma and Grandpa knew that a balanced diet of meat. dairy, grains, and plants is what is best for you. This bent towards plants suggests that the do-gooders  have invaded the food guide and think that plants is the way to go.
Aside from aggravating the other food businesses, the emphasis on plants is just not a good dietary balance.
However the good news is that if the plant-eaters can move some people away from meat it will make more available for the rest of us!",toxic,clean
How many times per day do you beat your wife?,fallacy,intentional
"The shopping is a red herring, since the original issue was
video games. 
",fallacy,fallacy of relevance
"When I get stopped by police for traffic violation the first thing the policeman says is ""can i see your license and registration"".  How is it that there is no word on the name of the driver?  Why is the police and the media covering for them?",toxic,clean
"How about people just follow the law? That would include but not be limited to-elected officials, lawyers, judges, regular citizens, etc. Seems many in Langley have a real problem with that concept.  If you don't like our immigration laws go through the proper process to change them, don't just decide you don't like them and break them.  Inclusive Langley is not prepared for or willing to acknowledge the unforeseen consequences of what they are demanding. Inclusive Langley does not consider the concerns of any opposition. Just because other cities have written feel good ordinances, does not mean they are legal, proper, or even widely accepted. Many of those other cities are currently experiencing negative consequences such as increased property crime, assaults, rape, murder to name a few. Just because you say this isn't an issue, doesn't make it so. If you are a victim, it's very real. Also, is this necessary City of Langley business & something that tax payers should be paying for?",toxic,clean
Youre supposed to throw away your shoes ifmercury from a broken CFL light bulb gets on them.,claim,misleading
And the GTA alone has more people than the entire province of Alberta.,toxic,clean
Immigrants start businesses at a faster rate; they seem to grow those businesses more successfully.,claim,factual
"So you post a half a picture of a cop writing a ticket but you don't post the damn picture of the thief?!! What kind of bullshit is this? How is APD going to apprehend someone like this? If they aren't posting the picture the shouldn't they have this POS in custody pretty damn quick?

Post the photo. Use public shame. Even if the criminal doesn't have shame I'm sure their family might! And yes, shame the family - perhaps they will be more likely to turn them in. Any family who raises children with values, morals and ethics should be so disgusted by armed robbery they turn them in. If they don't turn them in, they are condoning the behavior and public shaming is well deserved. Either way, publish pictures!!",toxic,toxic
"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.",claim,factual
"Birds of a feather flock together as the old saying goes.  People want to hold onto the culture they grew up with whether in the 'old' or 'new' country. Immigrants who do not wish to assimilate to the culture of their new homeland can usually be ignored by society if they are few in number but once they become numerous they effect noticeable cultural change. If that change is resented politicians who are willing to slow, stop or reverse the immigration tend to get elected. 

The first rule to follow to be accepted into any group is to agree to the rules of the group. This agreement to abide by the rules may be sincere or insincere. When one becomes a member of the group one either assimilates or can try to change the rules of the group. That is how cultural change happens peacefully. People may fear change but taken in small doses change is often quite palatable, desirable even.",toxic,clean
" 
The presence of police at protests cause an escalation of violence. It was the case that at the protest last night attended by uniformed police, there was an escalation of violence. Therefore, police should not be at protests.",fallacy,false causality
Says Donald Trump has been talking about the option of using a nuclear weapon against our Western European allies.,claim,misleading
Amen.,toxic,clean
Maybe ISIS will sue for libel.,toxic,clean
Your advice will trouble all muscular men from  the historic region of Iraq.  Or those from a city near Phoenix.  Or Japanese tourists who love soybean soup.,toxic,clean
"As a young student in Canada who happened to be about as white as it gets, I'm not sure I related much to star crossed lovers in Verona or a young girl from 1940's Alabama nor with being marooned on a pacific Island either. But I learned to relate to them, as was intended by being assigned those books. A failure to do so meant failing a critical and fundamental part of the lessons inherent in those stories.",toxic,clean
"Me, you, everyone. You must question your belief in a religion if it incites violence based off ones interpretation.  

Christian’s blame all Muslims for how a small % interpret the Koran. The religious right follows their interpretation of the bible written by a man supposedly from God’s words; yet the same religious right make mock Mormons for Joseph Smith’s “vision” which led to the creation of the Book of Mormon.  Westboro Baptist Church protest of military funerals, anti-gay picketing, and protest Jewish institutions, all under the name of God. 

A supreme being is seen in many forms, God, Buddha, Allah, Krishna, and each has zealots. If there is a supreme being, which one is it? Who is right and who is wrong? And as man, who are we to decide when we cannot even agree what “our” good book says?

Man makes God, but man can never live up to Gods expectation.",toxic,clean
"Oh, so you are only going after the  acute homeless, not the typical homeless ?
.
I was concerned that you would be attempting to do internment camps on the roughly 5,000 children, the working homeless, the senior citizens over 60 and those that are physically bound to their wheelchairs.  Oh wait, many of the acute are made up of those last 2 groups. 
.
The people you will be arresting that are confined to their wheelchairs, what type of physical labor do you envisin them performing on the farm ? will the farm fields be made ADA compliant to work the fields while in a wheelchair ?",toxic,clean
"That's quite a confused mass of deflection. No one made you read this story. You don't get a say on whether other people read it, although it seems to bother you a lot that the story wasn't suppressed in the interests of the gun religion.",toxic,clean
"They should just drop the anthem protest and do a full presentation on the situation including Charlottesville.  Make the issue of black people being killed a focus and not a detraction.  Give the issue time on the stage, its own time.",toxic,clean
"You must be a CONservative.  First thing you do is use a derogatory term to bolster your personal attack...LOL.  By the way, anyone that has to claim that they're a ""proud patriot"" doesn't even know what a true patriot is.  I'll be if you're put on a frontline you'd tuck your tail and run.",toxic,clean
"Greed will win, and humanity will fail....ending this century according to Dr. Stephen Hawkings.",toxic,clean
"However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.",claim,opinion
People who learn from their mistakes don't repeat them.,fallacy,faulty generalization
"As the BBC reported in May , scientists suspect smallpox and the bubonic plague are trapped in Siberian ice , too — an abridged history of devastating human sickness , left out like egg salad in the Arctic sun .",fallacy,fallacy of relevance
Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future.,claim,factual
"Completely agree with noelani, kennie and mullet.  The problem is that many street parkers are not sensitive to homeowners' need to access their driveway and have the bins accessible by the trash collectors.  The four-foot driveway clearance is completely ignored, making it necessary to put the bin on the road prior to collection day or take the risk that your bin will not be emptied.  And don't get me started on those entitled street parkers who think driveways are an open parking stall.",toxic,clean
"Just submit and an ATI request. It's free: 

https://atip-aiprp.apps.gc.ca/atip/welcome.do",toxic,clean
Well then...stop pointing your finger and either prove the accusations you made or apologize.,toxic,clean
"University politics is best ignored.  They have been, and always will be echo chambers with little of substance.",toxic,clean
"Don't listen to her even though she's a doctor. She isn't a good person, so her opinion is invalid.",fallacy,ad hominem
"I have my own house bill, it includes burying thieves in the woods to lessin state spending",toxic,clean
"Years of keeping these areas in their natural state result in dead trees and dried organic material settling on the forest floor , turning such material into matchsticks soaked in jet fuel during dry seasons , he said .",fallacy,appeal to emotion
"Having Irish Catholic ancestors, I wanted to share some observations regarding the words FATHER and MOTHER.    My parents were born in America in the early 1900s.  Apparently, the word FATHER was traditionally reserved for priests, whereas the word MOTHER was proper for female parents.

Irish Catholics usually seemed to prefer “dad”, or less often, “da”.  I knew kids who used the word “pop”, but none seemed to be of Irish descent.  Some of my Protestant friends used the word “father” to address their male parent, which seemed weird to me as a child.

My mother and aunts usually used the word “mother” to address their female parents.  Although my mother would have liked me to do the same, times had changed and I insisted on caller her “mom”.  She endured this generational shift, but did make it clear that calling her “ma” or “mummy” would be disrespectful.

Incidentally, during my early childhood, our pastor was called “Monsignor”, which seems to be equivalent to “My Lord”.",toxic,clean
Youth unemployment in minority communities is about 40 to 45 percent.,claim,factual
x10!,toxic,clean
"This has been a regular topic here since 2014.
Oct 2014: 

https://www.theglobeandmail.com/life/health-and-fitness/health/your-kids-brain-on-pot-the-real-effects-of-marijuana-on-teens/article21127612/

https://www.theglobeandmail.com/life/health-and-fitness/health/48-resources-you-should-read-to-understand-marijuanas-effects-on-teens/article21126310/",toxic,clean
"Wow Tom, what a hero you are to those of means and what a scrooge you are to those without means.  If a family receives federal food stamps you'd like to take away their PFD?  You wan't kids to pay for their own education by taking away their PFD?  I agree about snowbirds losing the PFD, and politicians.  I also think those in the military and declare state residency when they are stationed here should not receive a PFD until they return to Alaska.  Many never return to Alaska.  

What about a business that receives federal money to support their business?  I don't know...why don't we look at aviation.  Should those business owners lose their federal money?  Should we take the PFD?  

Leave the damn PFD alone, restore it.  Cut out all the stupid tax credits and outrageous deductions for the oil and gas industry, mining, tourism and commercial fishing.  Especially when those industries employee massive numbers of non-residents or pay minimal wages.",toxic,clean
Closed door meetings between a discredited audit firm and an ex Fm of the nation. Hmmm.. Fishy!,toxic,clean
"I agree in principle that B&O is a stupid way to tax. It only exists and is in place due to the current interpretation of the WA Constitution which bans a tax on income. It is also one of only four pillars of municipal finance allowed under WA state law and therefore must be considered, especially in a city like Kent which no longer receives origin-based sales tax revenues from its large warehousing district.",toxic,clean
Chances are people just buy their sugary drinks outside of Boulder.  Very simple.,toxic,clean
"Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain.",fallacy,false causality
"Your mom thinks you spend too much time playing video games. You bring up that
she spends too much time shopping.",fallacy,fallacy of relevance
Existing law right now requires 700 miles of double-layered border fencing on the Mexico border.,claim,misleading
"Barbara believes the marketing agency's office is haunted. The cleaning crew once said they heard a other-worldly noise late at night. Since no one could prove that it wasn't a ghost, the office must be haunted.",fallacy,intentional
"Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation",claim,misleading
"If you disagree, it is not because of the arguments on what is Dogma, what is constitutional liberty, or Catholic ethics. Your disagreement must be on overall point of view. You essentially argue that moral hierarchism is the natural state of Catholic teaching. You are entitled to your cherished notions, however most of the Church in the pews has moved on and if the Church wants to keep them there and get those who fled such a toxic moralism back, it should probably not listen to your side anymore. Luckily, Francis and his new bishops are not.",toxic,clean
Claims Joe Biden said coal is more dangerous than terrorists.,claim,misleading
"As the world develops , it has become much less vulnerable : a hurricane hitting Florida kills few people while a similar event in Guatemala kills tens of thousands .",fallacy,ad populum
"If I don't take the right classes in high school, then I won't be able to get into a good college. If I don't get into a good college, then I won't be able to get a job. If I can't get a job, then I am going to end up homeless.",fallacy,faulty generalization
"one short bridge or multiplate culvert, one pump a bunch of plumbing, a couple of water giants and a containment plan for the slurry.  cheapest way to move dirt.  the hard part would be the containment.",toxic,clean
"Obama's plan for health care reform ends exorbitant out-of-pocket expenses, deductibles or co-pays.",claim,factual
Watch yrou mouth you truckophobe. You just don't understand trucks.  Trucks are our friends.,toxic,clean
translation: trump will not impose economic damaging carbon taxes on the usa while we continue to do so that does nothing for the environment!,toxic,clean
"Do not be fooled, IMO Rep. Wilson is using her congressional position as a bully pulpit to surprise attack the character of the POTUS.  This tactic has been frequently used by liberals and propagated by the left of center media that keeps trying to flame a story that really should of ended days ago.",toxic,clean
https://duckduckgo.com/?q=republican+party+headquarters+in+charlotte+nc+firebombed&t=ffhp&ia=news,toxic,clean
"I don't follow

The program is to fill jobs.  Anyone who immigrates here on this VISA already has a job.  So won't be driving a taxi or on welfare.",toxic,clean
"Across the board, violent crime in jurisdictions that recognize the Right to Carry is lower than in areas that prevent it.",claim,misleading
All excellent tips! And you're absolutely right: You never stop learning in the mountains.,toxic,clean
"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.",claim,factual
"Zoolander could write a big fat cheque to all murderers and thieves who's rights were shamelessly trampled on by our courts.

$10,500,000 each, like the one he's handing to Omar.

And thank you for voting Liberal and have a sunny day.",toxic,clean
"This supposedly ""new"" panel was created back in July. It's filled with industry groups and no one representing park visitors or the American people. https://www.doi.gov/pressreleases/secretary-zinke-announces-made-america-recreation-advisory-committee",toxic,clean
"""Soros-backed agitators""?

Gratuitous anti-Semistism, Therefore? Is that caused the Globe to block your last account?",toxic,clean
"Checking online reports of the benefits to Canada, most state TPP and TPP without the US helping corporations mainly.......who is one to believe?",toxic,clean
Americans are working longer hours for low wages . . . and yet almost all new income and wealth is going to the top 1 percent.,claim,opinion
Our pension system is the only one in the country thats 100 percent funded.,claim,factual
"If they regulate this like they do everything else, you vacation rental people can carry on as usual.  No worries.",toxic,clean
Says the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.,claim,misleading
"Small pen is, low self esteem, paranoid, delusional, and uninformed are some of the words that come to mind when I read this. Do these people understand that Obama did not come and take their guns away and no one is planning on repealing the 2nd Amendment? Do they know it takes  a 2/3 vote from both the House and Senate then it needs to be ratified by 3/4 of the states? Good luck with that. They can't even agree on a SCOTUS nomination.",toxic,clean
No comment.,toxic,clean
Barack Obama opposed a bill that would have saved Gianna Jessen's life.,claim,misleading
Virginia papers called (Scott) Rigells campaign Mostly False.,claim,misleading
"Jaded, Out of curiosity, if president Trump was standing next to you, would you say those things to him directly?",toxic,clean
Democrats rang up a $1.42 trillion budget deficit in 2009 the single largest in American history.,claim,opinion
"The way to deal with North Korea is to have them chill with gifts of rice and petroleum, as previous Presidents have done.  Every President is welcomed into office with some display of missile stuff from North Korea.  The difference now being we have an low intelligence President who is trying desperately to look tough, and wanting to start a stink with North Korea.
The situation is easily avoidable, but we're dealing with Republican's orange baby man mistake, who hasn't a clue as to what he is doing.",toxic,clean
"In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol.",claim,factual
"If people want to drive cars, they shouldn't be allowed to pollute at all. Same difference.",toxic,clean
"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",claim,factual
"""My roommate said her Debate class was hard, and the one that I'm in right now is hard, too. All Debate classes must be hard!”",fallacy,faulty generalization
Living in North Korea.....with presumably a government job!,toxic,clean
"Let's pay attention to kids who are not going to college, which ends up being about 60 percent of the kids... and get them trained for the jobs that are there. Because, you know, there are auto mechanic jobs paying $50,000, $60,000 that they can't get filled. There are airline mechanic jobs paying a lot of money that can't get filled. Remarks at AFSCME forum 6/19/2007",claim,factual
There's not a major bill I know with Hillary's name on it.,claim,factual
I really value Tim Bester's remark. To me the only really offensive aspect of Malikana was his willingness to take up arms as a justification of his ideas.,toxic,clean
This doesn't specify a prophet to believe in.,toxic,clean
We have had over 40 days this summer where it was unsafe to breathe the air.,claim,opinion
Says Ken Cuccinelli attacked churches for helping the poor.,claim,misleading
More than 64 percent of minimum-wage earners are women.,claim,factual
"No dispute, though I might say there were some windows of light in that time frame you describe, Carter's presidency, some aspects of Clinton, efforts by Obama.  But that doesn't counter balance the things you mention, nor obviously by definition did those moments ward off the present we have have arrived at.

But then I have to ask, if working within the system is untenable, what specifically are you advocating?",toxic,clean
"The Department of Transportation needs to reconsider the speed limit proposals on interstate highways for the simple reason that if they do not, their departmental budget for the Department of Transportation will be cut by 25%.",fallacy,appeal to emotion
"No, it doesn't say that, either.",toxic,clean
"You should marry me. I know we’re not compatible, but I only have a year to live, and you’re my last chance.",fallacy,appeal to emotion
"No, his play has ""not"" been outstanding....no worries...I just neutralized it.",toxic,clean
$4000 on unit worth 400K is not prohibitive.  It is 1% of the value of the unit.,toxic,clean
"Bernie Sanders opposes the death penalty, and Hillary Clinton supports it.",claim,factual
"“The best minds in physics have studied physics most of their lives, as it’s necessary to study physics extensively to become a top physicist.”",fallacy,circular reasoning
"hmmm let's see american style talk show or  BBC World style (not local) news with complete global coverage, unbiased reporting and facts without embellishment


well's it's only  canadian tax dollars at work -

let's go american style talk show and see how we stack up against fauxsnooze",toxic,clean
Alex Sink funneled three quarters of a million dollars in no-bid contracts to Bank of America.,claim,misleading
I first heard about it on this podcast - a good listen: http://www.wbur.org/onpoint/2016/01/14/universal-basic-income-government-welfare,toxic,clean
"Sourdough sealed it's fate after years of failing to adapt to the changing palates of locals and tourists. You can try to be Alaska in the middle of the most populous city (a rock throw from a freeway) but in the end you are no more real or authentic than the rides at Disney land. If fact, Disney's business model survives because of the unique entertainment factor, yet even they have to sell quality enjoyable food in the parks. 

Sourdough offered neither uniqueness (Authentic Alaska is available nearly everywhere) nor enjoyable food (once famous corn fritters were soggy and bland in the final years).

You can run around yelling all you want... but when it comes to business you'd be better off understanding consumers and building a proper model.",toxic,clean
"North American populace?
He's the president of the U.S. so you must not mean it.
Mexico? Is that who you think is obsessed with Trump? Panama? Costa Rica?",toxic,clean
"Punahou is most certainly part of the problem.  They are not alone, but they share some responsibility for the behavior of their graduates.  In a teens life,  educational institutions along with parents are preparing our future leaders.  Punahou may be a fine institution, but it exudes the kind of wealth and privilege that allows many  of its students to believe they are above the law.",toxic,clean
"Trisha: In an interview, your candidate admitted that he was a thief!
Derek: He actually said that when he was three years old, he stole a lollipop from a store, and felt so guilty, that he never stole anything again.
",fallacy,intentional
"Senator Jones supports a strong national defense, and he wants your vote. I would never vote for a coward like him.",fallacy,ad hominem
Honouring Doug Flutie was long overdue.,toxic,clean
"Louisiana is turning down $100 million ""that would require us to change our unemployment law, that would have actually raised taxes on Louisiana businesses.""",claim,factual
So its all the euro/western people that case all the problems ?  WOW talk about RACIST.  Asian's OWN more than ANYONE in this state and their culture is much more on display and most are NOT even from Hawaii.  Talk about a B$ narrative.,toxic,clean
Did you notice that Rempel went to Fox News to spew her anti-Canada lies?  No real news station would take her seriously.  I am sickened by their treasonous actions.,toxic,toxic
"LCC has never had their crap together.
By the time the Weld Tech building was built, the weld tech jobs had moved on...by the time they were teaching a certain CAD package, businesses were using a different CAD package. I could go on, and on, and on...
Heck, LCC even screws up the AAOT program...
It's as if LCC has never really had any leadership at all. Or, at the very least, leadership that knows anything about what the community and its businesses desire.",toxic,toxic
"Fred, the German, stole my wallet. Therefore, all Germans are thieves.",fallacy,faulty generalization
"Jane gets a rather large wart on her finger. Based on a story her father told her, she cuts a potato in half, rubs it on the wart and then buries it under the light of a full moon. Over the next month her wart shrinks and eventually vanishes. Jane writes her father to tell him how right he was about the cure.",fallacy,false causality
"The rate of warming is also remarkable : “ The changes we see today are much faster than anything encountered in Earth ’ s history . In terms of rate of change , we are in uncharted waters , ” said study co-author Katrin Meissner of the University of New South Wales in Australia .",fallacy,fallacy of relevance
Says Texas proved in court that more than 200 dead people voted in the latest Texas election.,claim,misleading
"Like the attitude, Sam.  Rock and roll, my man!

Because you and I know that with (yeah, yeah, I know) a little effort and clever thinking, there are going to be ways the self-employed can work the system, not matter how hard the system tries to them.",toxic,clean
"I beg to differ. 
Considering the way the system is set up through obscene amounts of bribes thanks to citizens united, hanging chads, gerrymandering, the primaries where the party bosses decide who will be offered to the public to vote for, a bias in the voting public to only vote for Democratic or Republican candidates in a lesser-of-two-evils mindset, and a mass media owned by corporations that can control the public narrative - and despite all this, Trump, who was able overcome all these obstacles as a candidate - because people voted for him.
In other words, Bronson, voting does matter. Telling people it doesn't matter only empowers those who have created a rigged Frankenstein democracy.
Without democracy we the people only have civil disobedience or armed rebellion to resort to. Please, lets all work towards informing citizens to make the right decisions, and to vote, because we live and support the Democratic Republic of the USA.
No more Trumps and Clintons in the future!",toxic,clean
"I don't think the Av's have learned a thing, judging from this draft.  The league is full of monsters, huge guys who can play, and they knock the little guys all over the ice.  The most outstanding players are big guys, not 5'10"" 180# as the Av's drafted, in every selection they made.  Tell me what size truly impact players are?  Ovechkin for instance. Malkin? Big.",toxic,clean
Is the legislation granting an individual the right to drink raw milk or is it removing a protection of requiring pasteurization before sale?  I think you are coming at the issue incorrectly.,toxic,clean
"In a nutshell: tax the lowest income Alaskans by reducing the PFD, while protecting the wealthiest Alaskans and oil industry by having no income tax or changing the oil tax structure.  A case study in Republicanism.  Please, someone explain why working class people vote for Republicans, when there's no evidence that they've ever looked out for your interests (other than pandering to your racism and love of guns, that is).",toxic,clean
"You would think that Yanks would want to remove any glorification and apologize profusely for their war criminals who targeted innocent, defenseless civilians for rape, theft, assault, arson, and murder.

But no, Yanks love their war criminals like Sherman, Sheridan, Lincoln, and Grant.",toxic,clean
Oriental was use up to the 1970's in America and is also currently in use in British English to refer to East Asians (but i guess they don't count since they are terrible people according to WWeek). Some older folks still use that term as they are up todate on the latest PC lingo.,toxic,clean
"There may be ideological reasons for them to oppose Obamacare, but speaking with American friends and family (not wealthy by any stretch) Obamacare was poorly planned and executed resulting in much higher costs for ordinary Americans. When the Republicans said 'we can do better' many Americans were on board.",toxic,clean
One less idiot to worry about.,toxic,toxic
Put it on Pay-Per-View and you would also make millions of tax dollars.,toxic,clean
You either are for us or you are all against,fallacy,false dilemma
The Senate Finance Committee approved a reform proposal that has both Democratic and Republican support.,claim,misleading
"In discussing the attacks on the U.S. consulate in Benghazi, Libya,Ms. Rice did say a terrorist attack. Its not that she put the whole thing on the video.",claim,misleading
"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?

Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!",fallacy,ad hominem
"Data Analyses Show Rapid Global Surface Cooling, Growing Arctic Ice Thickness 
Analyses show that global temperatures continue their rapid cooling trend, as Schneefan here writes. What follows are excerpts of his recent comprehensive analysis.
The cooling comes naturally in the wake of the moderate La Nina conditions that have ruled over the past months.  In April surface temperatures 2 meters above the ground plummeted 
http://www.climatedepot.com/2017/05/08/data-analyses-show-rapid-global-surface-cooling-growing-arctic-ice-thickness/",toxic,clean
Senator Ribbit is a liar. You shouldn't listen to him on anything.,fallacy,ad hominem
How can one be nostalgic for something one has not experienced?  Many of us choose the EF because our spiritual needs were not met by the local NO mass.  How does that choice that pick your pocket or break your leg?  Can we all just get along?,toxic,clean
"""The Congress"" (Reid and Pelosi) invented and designed Obamacare, warts and all.  

""The Congress"" promised to Repeal and Replace it. (Republicans everyone.)

The ""Pelosicare"" warts are turning into tumors and started doing so before Trump was even elected and ""The Congress""  won't fix it or replace it.

The President supported an improved healthcare, ""The Congress"" can't/won't produce one.

Let's see how ""The Congress"" (Republicans and Democrats) does in the 2018 elections with that history.

In the meantime, Trump can move on to something else.

He doesn't have to worry about votes until 2020.",toxic,clean
"Most women, including 98 percent of Catholic women, have used contraception.",claim,factual
"Get injured by a gun. To bad so sad. The for profit gun shop/company don’t pay a cent. 

Yet slip on your neighbours steps and you can sue them out of their home.",toxic,clean
"Thanks Paul. I read and appreciate your posts. I think you're a stand-up guy. 

Civil is the way to go!",toxic,clean
How is she able to pick cotton wearing her clown outfit ?,toxic,clean
"If the shoe fits, wear it!! Truth hurts. Grow up SNOWFLAKE!!!",toxic,clean
"Raise the taxes on everything and Raise the salary of  politicians. Raises should be based on individual accomplishments
and merit. In particular the mayor has done nothing to merit a raise. How can someone who has repeatedly failed and alienated
our community get a raise ? Ron Menor says that the raises were reasonable. Well this guy cannot walk and chew gum at the same time.",toxic,clean
"""So, capitalism made slavery a huge effort that was an international trade.""
.
That is an incorrect statement. ""Capitalism"" is an inanimate thing- PEOPLE made ""slavery a huge effort."" Capitalism is reliant on the free markets and voluntary exchange-- the key word, of course, is VOLUNTARY.  Slavery,. therefore, is not apart of it, and Shula instead be considered the exploitation of others for money.",toxic,clean
Correction -- Move it to California. They TAX the ^@%# out of big businesses.  <-- which is why so many of them have moved here and are driving our cost of living through the roof.,toxic,clean
Right. Stick with FOX there Richie. It's just s much easier when facts don't get in the way of your agenda.,toxic,clean
Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.,claim,factual
Mary Landrieu voted to take away your gun rights.,claim,misleading
Californias proposed tobacco tax diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who dont have to help even one more patient.,claim,misleading
"Clearly, making more laws will stop crime .",toxic,clean
"A study was done recently showing that church attendance was positively correlated with marriage longevity, that is, those couples who attended church together more often were more likely to stay married. This really should not be a surprise considering the general view of divorce within religion. What this does not mean is that any given couple who does not attend church is more likely to get divorced than any given couple that does attend church.",fallacy,faulty generalization
"Notice he only singles out one side.  How about BLM, ANTIFA, CAIR and even. yes even, the NAACP needs a serious house cleaning.",toxic,clean
Austin mayoral candidate Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.,claim,factual
"This is quite a change for you to recognize the significance of climate change. I'm especially surprised at the use of the word ""catastrophic"". You've become an alarmist?",toxic,clean
Yes you call captain america at least he won't f*** you over,toxic,toxic
"Since all the data that Mr. Koonin uses are available to others , he poses the obvious question : “ Why haven ’ t you heard these facts before ? ”",fallacy,intentional
Ever since December temperatures in the Arctic have consistently been lower than minus 20 C.,fallacy,intentional
"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",claim,misleading
Appealing to popularity or the fact that many people do something as an attempted form of validation,fallacy,ad populum
Says she condemned violence at a campaign stop in Arizona in March.,claim,factual
more like poking the turkey dressed up as rooster way before Thanksgiving day...,toxic,clean
"Well, Trump might have done well with Dad's munificence, but I guess we will see how much he screws up the US, and how much is lost.",toxic,clean
Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,claim,factual
EPA officials have commended (Koch Industries) for our commitment to a cleaner environment and called us a model for other companies.,claim,misleading
Independent analysts say (Donald Trump) would add $30 trillion to the national debt.,claim,opinion
You're right. Almost-rich unspoiled kids go to UO. Rich and spoiled kids could've afforded to keep this press off,toxic,clean
"According to ATF data, 70 percent of firearms recovered and traced in drug cartel crimes in Mexico originated from the United States.",claim,factual
"We've created or saved up to 1.6 million jobs, according to the CBO -- the Congressional Budget Office -- through the Recovery Act.",claim,opinion
"Another epic Trump failure, who campaigned on a promise to pull out of Afghanistan immediately.
.
I know that the Trump fans will always love him, but do they realise that all of his real policies are turning out to be Democratic policies?",toxic,clean
To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.,claim,factual
Says Barack Obama has added $16 trillion to the national debt.,claim,misleading
Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control.,claim,misleading
"You state....""Those Keynesian economics will be a massive failure to everyone who applies them, yet those who still think deficit spending will work."". Gosh. Correct me if Im wrong. But with the 2008 financial collapse, most countries in the world,including the Harper government, put trillions of dollars into deficit financing,into stimulus, into quantittive easing.And those expenditures are credited with saving the world from an entire economic collapse. But perhaps you forgot these basic facts, or dont really know some very basic facts about international economic history.",toxic,clean
"I welcome you right wingers suddenly calling for civility, it's about time.

Meanwhile, we've had decades of the right vilifying and dehumanizing the left. Making liberal a bad word. Calling liberalism a disease that needs eradication. Talking about ""2nd Amendment solutions"" against those they disagree with politically. Comment sections on many sites full of racial slurs against Obama, even calling for his execution. Encouraging the murder of doctors. Celebrating the killing of minorities by cops. Talking about being armed for the coming civil war against liberals, and how such a war would be an easy slaughter. Republicans changing the normal function of government by refusing to compromise on ANYTHING. And you voted for the guy who is the only candidate and President who constantly calls all his opponents names.

I'm so glad you guys are finally coming to realize we should all be more civil. And I look forward to you condemning all future non-civil statement/actions from your side.",toxic,clean
"Wrote that in 2006, Nancy Pelosi said she didnt think capturing Osama bin Laden makes us any safer, but in 2011 called his killing historic.",claim,opinion
Well their garbage came here and is costing us so send them back. Return to where they came.,toxic,clean
"I'm not surprised, frankly, that someone who gets lost in his own neighborhood would argue that New York has better pizza than Chicago.",fallacy,ad hominem
So what explains Trump's 36% approval rating?,toxic,clean
"The climate denialists ’ arguments have become so strained that even oil and coal companies have distanced themselves publicly , though some still help to finance the campaigns of politicians who espouse such views .",fallacy,ad hominem
"Obama ""promises more taxes on small business, seniors, your life savings, your family.""",claim,misleading
We paid down the debt for four years -- paid down $600 billion on the national debt.,claim,opinion
